tijdstip;locatie;component;waarde;LKI,
2018-09-07 03:00:00+02:00;Amsterdam-Vondelpark;PM10;16,4;2
2018-09-07 03:00:00+02:00;Amsterdam-Vondelpark;CO;289,1;2
2018-09-07 03:00:00+02:00;Amsterdam-Vondelpark;FN;0,64;1
2018-09-07 03:00:00+02:00;Amsterdam-Vondelpark;O3;27,4;2
2018-09-07 04:00:00+02:00;Amsterdam-Vondelpark;NO2;17,9;2
2018-09-07 04:00:00+02:00;Amsterdam-Vondelpark;PM25;2,8;1
2018-09-07 04:00:00+02:00;Amsterdam-Vondelpark;O3;37,2;3
2018-09-07 04:00:00+02:00;Amsterdam-Vondelpark;PM10;19,6;2
2018-09-07 04:00:00+02:00;Amsterdam-Vondelpark;FN;0,54;1
2018-09-07 04:00:00+02:00;Amsterdam-Vondelpark;NO;0,6;1
2018-09-07 04:00:00+02:00;Amsterdam-Vondelpark;CO;270,8;2
2018-09-07 05:00:00+02:00;Amsterdam-Vondelpark;NO;0,3;1
2018-09-07 05:00:00+02:00;Amsterdam-Vondelpark;CO;273,7;2
2018-09-07 05:00:00+02:00;Amsterdam-Vondelpark;PM25;3,9;1
2018-09-07 05:00:00+02:00;Amsterdam-Vondelpark;NO2;21,7;3
2018-09-07 05:00:00+02:00;Amsterdam-Vondelpark;O3;31,8;3
2018-09-07 05:00:00+02:00;Amsterdam-Vondelpark;FN;0,71;1
2018-09-07 05:00:00+02:00;Amsterdam-Vondelpark;PM10;17,7;2
2018-09-07 06:00:00+02:00;Amsterdam-Vondelpark;NO2;17,5;2
2018-09-07 06:00:00+02:00;Amsterdam-Vondelpark;CO;264,8;2
2018-09-07 06:00:00+02:00;Amsterdam-Vondelpark;FN;0,62;1
2018-09-07 06:00:00+02:00;Amsterdam-Vondelpark;PM10;17,9;2
2018-09-07 06:00:00+02:00;Amsterdam-Vondelpark;PM25;6,2;1
2018-09-07 06:00:00+02:00;Amsterdam-Vondelpark;NO;0,5;1
2018-09-07 06:00:00+02:00;Amsterdam-Vondelpark;O3;34,9;3
2018-09-07 07:00:00+02:00;Amsterdam-Vondelpark;PM10;9,2;1
2018-09-07 07:00:00+02:00;Amsterdam-Vondelpark;CO;274,1;2
2018-09-07 07:00:00+02:00;Amsterdam-Vondelpark;NO;0,6;1
2018-09-07 07:00:00+02:00;Amsterdam-Vondelpark;NO2;16,1;2
2018-09-07 07:00:00+02:00;Amsterdam-Vondelpark;O3;39,5;3
2018-09-07 07:00:00+02:00;Amsterdam-Vondelpark;PM25;5,0;1
2018-09-07 07:00:00+02:00;Amsterdam-Vondelpark;FN;0,47;1
2018-09-07 08:00:00+02:00;Amsterdam-Vondelpark;CO;329,9;2
2018-09-07 08:00:00+02:00;Amsterdam-Vondelpark;PM25;1,8;1
2018-09-07 08:00:00+02:00;Amsterdam-Vondelpark;NO2;35,3;4
2018-09-07 08:00:00+02:00;Amsterdam-Vondelpark;FN;0,76;1
2018-09-07 08:00:00+02:00;Amsterdam-Vondelpark;NO;1,5;1
2018-09-07 08:00:00+02:00;Amsterdam-Vondelpark;PM10;7,6;1
2018-09-07 08:00:00+02:00;Amsterdam-Vondelpark;O3;18,9;2
2018-09-07 09:00:00+02:00;Amsterdam-Vondelpark;O3;18,9;2
2018-09-07 09:00:00+02:00;Amsterdam-Vondelpark;PM25;1,6;1
2018-09-07 09:00:00+02:00;Amsterdam-Vondelpark;FN;0,82;1
2018-09-07 09:00:00+02:00;Amsterdam-Vondelpark;NO2;34,1;4
2018-09-07 09:00:00+02:00;Amsterdam-Vondelpark;PM10;7,4;1
2018-09-07 09:00:00+02:00;Amsterdam-Vondelpark;CO;336,8;2
2018-09-07 09:00:00+02:00;Amsterdam-Vondelpark;NO;3,7;1
2018-09-07 10:00:00+02:00;Amsterdam-Vondelpark;FN;0,79;1
2018-09-07 10:00:00+02:00;Amsterdam-Vondelpark;O3;27,0;2
2018-09-07 10:00:00+02:00;Amsterdam-Vondelpark;PM25;1,7;1
2018-09-07 10:00:00+02:00;Amsterdam-Vondelpark;PM10;11,3;2
2018-09-07 10:00:00+02:00;Amsterdam-Vondelpark;CO;348,4;2
2018-09-07 10:00:00+02:00;Amsterdam-Vondelpark;NO;8,2;1
2018-09-07 10:00:00+02:00;Amsterdam-Vondelpark;NO2;36,4;4
2018-09-07 11:00:00+02:00;Amsterdam-Vondelpark;PM25;3,5;1
2018-09-07 11:00:00+02:00;Amsterdam-Vondelpark;CO;256,5;2
2018-09-07 11:00:00+02:00;Amsterdam-Vondelpark;NO;2,5;1
2018-09-07 11:00:00+02:00;Amsterdam-Vondelpark;FN;0,38;1
2018-09-07 11:00:00+02:00;Amsterdam-Vondelpark;O3;51,3;4
2018-09-07 11:00:00+02:00;Amsterdam-Vondelpark;NO2;15,8;2
2018-09-07 11:00:00+02:00;Amsterdam-Vondelpark;PM10;11,5;2
2018-09-07 12:00:00+02:00;Amsterdam-Vondelpark;O3;54,9;4
2018-09-07 12:00:00+02:00;Amsterdam-Vondelpark;NO2;12,1;2
2018-09-07 12:00:00+02:00;Amsterdam-Vondelpark;NO;2,5;1
2018-09-07 12:00:00+02:00;Amsterdam-Vondelpark;FN;0,23;1
2018-09-07 12:00:00+02:00;Amsterdam-Vondelpark;PM25;1,2;1
2018-09-07 12:00:00+02:00;Amsterdam-Vondelpark;PM10;7,5;1
2018-09-07 12:00:00+02:00;Amsterdam-Vondelpark;CO;235,8;1
2018-09-07 13:00:00+02:00;Amsterdam-Vondelpark;NO;2,3;1
2018-09-07 13:00:00+02:00;Amsterdam-Vondelpark;O3;56,4;4
2018-09-07 13:00:00+02:00;Amsterdam-Vondelpark;FN;0,24;1
2018-09-07 13:00:00+02:00;Amsterdam-Vondelpark;CO;281,2;2
2018-09-07 13:00:00+02:00;Amsterdam-Vondelpark;PM10;6,0;1
2018-09-07 13:00:00+02:00;Amsterdam-Vondelpark;NO2;10,6;2
2018-09-07 13:00:00+02:00;Amsterdam-Vondelpark;PM25;-0,1;1
2018-09-07 14:00:00+02:00;Amsterdam-Vondelpark;O3;57,8;4
2018-09-07 14:00:00+02:00;Amsterdam-Vondelpark;CO;243,1;1
2018-09-07 14:00:00+02:00;Amsterdam-Vondelpark;PM10;5,2;1
2018-09-07 14:00:00+02:00;Amsterdam-Vondelpark;PM25;1,6;1
2018-09-07 14:00:00+02:00;Amsterdam-Vondelpark;NO2;9,5;1
2018-09-07 14:00:00+02:00;Amsterdam-Vondelpark;NO;2,1;1
2018-09-07 14:00:00+02:00;Amsterdam-Vondelpark;FN;0,25;1
2018-09-07 15:00:00+02:00;Amsterdam-Vondelpark;PM10;7,3;1
2018-09-07 15:00:00+02:00;Amsterdam-Vondelpark;PM25;0,2;1
2018-09-07 15:00:00+02:00;Amsterdam-Vondelpark;NO2;10,0;2
2018-09-07 15:00:00+02:00;Amsterdam-Vondelpark;CO;206,8;1
2018-09-07 15:00:00+02:00;Amsterdam-Vondelpark;NO;2,7;1
2018-09-07 15:00:00+02:00;Amsterdam-Vondelpark;FN;0,24;1
2018-09-07 15:00:00+02:00;Amsterdam-Vondelpark;O3;60,0;5
2018-09-07 16:00:00+02:00;Amsterdam-Vondelpark;PM25;-1,6;1
2018-09-07 16:00:00+02:00;Amsterdam-Vondelpark;CO;209,2;1
2018-09-07 16:00:00+02:00;Amsterdam-Vondelpark;NO;1,7;1
2018-09-07 16:00:00+02:00;Amsterdam-Vondelpark;FN;0,23;1
2018-09-07 16:00:00+02:00;Amsterdam-Vondelpark;O3;65,4;5
2018-09-07 16:00:00+02:00;Amsterdam-Vondelpark;NO2;9,2;1
2018-09-07 16:00:00+02:00;Amsterdam-Vondelpark;PM10;7,2;1
2018-09-07 17:00:00+02:00;Amsterdam-Vondelpark;PM25;-0,6;1
2018-09-07 17:00:00+02:00;Amsterdam-Vondelpark;FN;0,17;1
2018-09-07 17:00:00+02:00;Amsterdam-Vondelpark;CO;199,2;1
2018-09-07 17:00:00+02:00;Amsterdam-Vondelpark;O3;65,9;5
2018-09-07 17:00:00+02:00;Amsterdam-Vondelpark;NO;1,1;1
2018-09-07 17:00:00+02:00;Amsterdam-Vondelpark;PM10;5,7;1
2018-09-07 17:00:00+02:00;Amsterdam-Vondelpark;NO2;6,5;1
2018-09-07 18:00:00+02:00;Amsterdam-Vondelpark;O3;63,3;5
2018-09-07 18:00:00+02:00;Amsterdam-Vondelpark;NO;1,2;1
2018-09-07 18:00:00+02:00;Amsterdam-Vondelpark;NO2;7,4;1
2018-09-07 18:00:00+02:00;Amsterdam-Vondelpark;PM25;-2,2;1
2018-09-07 18:00:00+02:00;Amsterdam-Vondelpark;PM10;10,3;2
2018-09-07 18:00:00+02:00;Amsterdam-Vondelpark;CO;212,2;1
2018-09-07 18:00:00+02:00;Amsterdam-Vondelpark;FN;0,21;1
2018-09-07 19:00:00+02:00;Amsterdam-Vondelpark;NO;0,6;1
2018-09-07 19:00:00+02:00;Amsterdam-Vondelpark;PM10;12,0;2
2018-09-07 19:00:00+02:00;Amsterdam-Vondelpark;FN;0,23;1
2018-09-07 19:00:00+02:00;Amsterdam-Vondelpark;CO;208,1;1
2018-09-07 19:00:00+02:00;Amsterdam-Vondelpark;O3;66,2;5
2018-09-07 19:00:00+02:00;Amsterdam-Vondelpark;NO2;8,2;1
2018-09-07 19:00:00+02:00;Amsterdam-Vondelpark;PM25;-2,6;1
2018-09-07 20:00:00+02:00;Amsterdam-Vondelpark;O3;56,1;4
2018-09-07 20:00:00+02:00;Amsterdam-Vondelpark;PM25;-0,8;1
2018-09-07 20:00:00+02:00;Amsterdam-Vondelpark;PM10;9,6;1
2018-09-07 20:00:00+02:00;Amsterdam-Vondelpark;NO2;17,3;2
2018-09-07 20:00:00+02:00;Amsterdam-Vondelpark;CO;227,2;1
2018-09-07 20:00:00+02:00;Amsterdam-Vondelpark;NO;0,7;1
2018-09-07 20:00:00+02:00;Amsterdam-Vondelpark;FN;0,45;1
2018-09-07 21:00:00+02:00;Amsterdam-Vondelpark;O3;54,8;4
2018-09-07 21:00:00+02:00;Amsterdam-Vondelpark;NO;0,6;1
2018-09-07 21:00:00+02:00;Amsterdam-Vondelpark;FN;0,56;1
2018-09-07 21:00:00+02:00;Amsterdam-Vondelpark;CO;228,3;1
2018-09-07 21:00:00+02:00;Amsterdam-Vondelpark;PM10;8,9;1
2018-09-07 21:00:00+02:00;Amsterdam-Vondelpark;PM25;-0,2;1
2018-09-07 21:00:00+02:00;Amsterdam-Vondelpark;NO2;18,7;2
2018-09-07 22:00:00+02:00;Amsterdam-Vondelpark;CO;238,6;1
2018-09-07 22:00:00+02:00;Amsterdam-Vondelpark;PM10;10,0;2
2018-09-07 22:00:00+02:00;Amsterdam-Vondelpark;FN;0,5;1
2018-09-07 22:00:00+02:00;Amsterdam-Vondelpark;NO2;11,0;2
2018-09-07 22:00:00+02:00;Amsterdam-Vondelpark;NO;0,3;1
2018-09-07 22:00:00+02:00;Amsterdam-Vondelpark;PM25;1,2;1
2018-09-07 22:00:00+02:00;Amsterdam-Vondelpark;O3;58,1;4
2018-09-07 23:00:00+02:00;Amsterdam-Vondelpark;CO;223,8;1
2018-09-07 23:00:00+02:00;Amsterdam-Vondelpark;NO;0,2;1
2018-09-07 23:00:00+02:00;Amsterdam-Vondelpark;PM10;9,8;1
2018-09-07 23:00:00+02:00;Amsterdam-Vondelpark;PM25;0,3;1
2018-09-07 23:00:00+02:00;Amsterdam-Vondelpark;NO2;8,8;1
2018-09-07 23:00:00+02:00;Amsterdam-Vondelpark;O3;61,1;5
2018-09-07 23:00:00+02:00;Amsterdam-Vondelpark;FN;0,23;1
2018-09-08 00:00:00+02:00;Amsterdam-Vondelpark;NO2;11,8;2
2018-09-08 00:00:00+02:00;Amsterdam-Vondelpark;NO;0,5;1
2018-09-08 00:00:00+02:00;Amsterdam-Vondelpark;CO;234,4;1
2018-09-08 00:00:00+02:00;Amsterdam-Vondelpark;FN;0,3;1
2018-09-08 00:00:00+02:00;Amsterdam-Vondelpark;O3;55,5;4
2018-09-08 00:00:00+02:00;Amsterdam-Vondelpark;PM25;-1,3;1
2018-09-08 00:00:00+02:00;Amsterdam-Vondelpark;PM10;9,5;1
2018-09-08 01:00:00+02:00;Amsterdam-Vondelpark;FN;0,19;1
2018-09-08 01:00:00+02:00;Amsterdam-Vondelpark;PM25;-2,3;1
2018-09-08 01:00:00+02:00;Amsterdam-Vondelpark;CO;217,5;1
2018-09-08 01:00:00+02:00;Amsterdam-Vondelpark;NO2;8,5;1
2018-09-08 01:00:00+02:00;Amsterdam-Vondelpark;O3;60,5;5
2018-09-08 01:00:00+02:00;Amsterdam-Vondelpark;PM10;9,0;1
2018-09-08 01:00:00+02:00;Amsterdam-Vondelpark;NO;0,4;1
2018-09-08 02:00:00+02:00;Amsterdam-Vondelpark;NO;0,0;1
2018-09-08 02:00:00+02:00;Amsterdam-Vondelpark;O3;61,6;5
2018-09-08 02:00:00+02:00;Amsterdam-Vondelpark;FN;0,21;1
2018-09-08 02:00:00+02:00;Amsterdam-Vondelpark;PM10;9,7;1
2018-09-08 02:00:00+02:00;Amsterdam-Vondelpark;PM25;-0,8;1
2018-09-08 02:00:00+02:00;Amsterdam-Vondelpark;NO2;7,4;1
2018-09-08 02:00:00+02:00;Amsterdam-Vondelpark;CO;207,7;1
2018-09-08 03:00:00+02:00;Amsterdam-Vondelpark;NO2;6,7;1
2018-09-08 03:00:00+02:00;Amsterdam-Vondelpark;PM25;1,8;1
2018-09-08 03:00:00+02:00;Amsterdam-Vondelpark;PM10;12,1;2
2018-09-08 03:00:00+02:00;Amsterdam-Vondelpark;CO;200,5;1
2018-09-08 03:00:00+02:00;Amsterdam-Vondelpark;NO;0,2;1
2018-09-08 03:00:00+02:00;Amsterdam-Vondelpark;O3;56,2;4
2018-09-08 03:00:00+02:00;Amsterdam-Vondelpark;FN;0,21;1
2018-09-08 04:00:00+02:00;Amsterdam-Vondelpark;FN;0,23;1
2018-09-08 04:00:00+02:00;Amsterdam-Vondelpark;NO2;6,9;1
2018-09-08 04:00:00+02:00;Amsterdam-Vondelpark;CO;198,9;1
2018-09-08 04:00:00+02:00;Amsterdam-Vondelpark;NO;0,0;1
2018-09-08 04:00:00+02:00;Amsterdam-Vondelpark;O3;51,7;4
2018-09-08 04:00:00+02:00;Amsterdam-Vondelpark;PM25;2,0;1
2018-09-08 04:00:00+02:00;Amsterdam-Vondelpark;PM10;13,6;2
2018-09-08 05:00:00+02:00;Amsterdam-Vondelpark;PM10;11,0;2
2018-09-08 05:00:00+02:00;Amsterdam-Vondelpark;CO;200,6;1
2018-09-08 05:00:00+02:00;Amsterdam-Vondelpark;NO;0,3;1
2018-09-08 05:00:00+02:00;Amsterdam-Vondelpark;O3;45,2;4
2018-09-08 05:00:00+02:00;Amsterdam-Vondelpark;FN;0,26;1
2018-09-08 05:00:00+02:00;Amsterdam-Vondelpark;PM25;-1,3;1
2018-09-08 05:00:00+02:00;Amsterdam-Vondelpark;NO2;7,1;1
2018-09-08 06:00:00+02:00;Amsterdam-Vondelpark;PM25;-3,3;1
2018-09-08 06:00:00+02:00;Amsterdam-Vondelpark;O3;27,9;2
2018-09-08 06:00:00+02:00;Amsterdam-Vondelpark;NO;0,3;1
2018-09-08 06:00:00+02:00;Amsterdam-Vondelpark;CO;219,1;1
2018-09-08 06:00:00+02:00;Amsterdam-Vondelpark;PM10;6,6;1
2018-09-08 06:00:00+02:00;Amsterdam-Vondelpark;NO2;17,0;2
2018-09-08 06:00:00+02:00;Amsterdam-Vondelpark;FN;0,51;1
2018-09-08 07:00:00+02:00;Amsterdam-Vondelpark;NO;0,3;1
2018-09-08 07:00:00+02:00;Amsterdam-Vondelpark;O3;21,0;2
2018-09-08 07:00:00+02:00;Amsterdam-Vondelpark;FN;0,68;1
2018-09-08 07:00:00+02:00;Amsterdam-Vondelpark;NO2;28,0;3
2018-09-08 07:00:00+02:00;Amsterdam-Vondelpark;PM10;6,7;1
2018-09-08 07:00:00+02:00;Amsterdam-Vondelpark;PM25;-1,3;1
2018-09-08 07:00:00+02:00;Amsterdam-Vondelpark;CO;240,5;1
2018-09-08 08:00:00+02:00;Amsterdam-Vondelpark;FN;0,44;1
2018-09-08 08:00:00+02:00;Amsterdam-Vondelpark;O3;24,4;2
2018-09-08 08:00:00+02:00;Amsterdam-Vondelpark;NO;0,8;1
2018-09-08 08:00:00+02:00;Amsterdam-Vondelpark;PM25;1,3;1
2018-09-08 08:00:00+02:00;Amsterdam-Vondelpark;CO;238,0;1
2018-09-08 08:00:00+02:00;Amsterdam-Vondelpark;PM10;6,9;1
2018-09-08 08:00:00+02:00;Amsterdam-Vondelpark;NO2;26,5;3
2018-09-08 09:00:00+02:00;Amsterdam-Vondelpark;PM10;8,9;1
2018-09-08 09:00:00+02:00;Amsterdam-Vondelpark;NO;4,1;1
2018-09-08 09:00:00+02:00;Amsterdam-Vondelpark;CO;256,3;2
2018-09-08 09:00:00+02:00;Amsterdam-Vondelpark;NO2;33,1;4
2018-09-08 09:00:00+02:00;Amsterdam-Vondelpark;O3;18,3;2
2018-09-08 09:00:00+02:00;Amsterdam-Vondelpark;FN;0,73;1
2018-09-08 09:00:00+02:00;Amsterdam-Vondelpark;PM25;3,0;1
2018-09-08 10:00:00+02:00;Amsterdam-Vondelpark;NO;8,2;1
2018-09-08 10:00:00+02:00;Amsterdam-Vondelpark;CO;282,1;2
2018-09-08 10:00:00+02:00;Amsterdam-Vondelpark;O3;15,8;2
2018-09-08 10:00:00+02:00;Amsterdam-Vondelpark;FN;0,93;1
2018-09-08 10:00:00+02:00;Amsterdam-Vondelpark;PM10;18,9;2
2018-09-08 10:00:00+02:00;Amsterdam-Vondelpark;PM25;2,7;1
2018-09-08 10:00:00+02:00;Amsterdam-Vondelpark;NO2;34,6;4
2018-09-08 11:00:00+02:00;Amsterdam-Vondelpark;NO2;29,7;3
2018-09-08 11:00:00+02:00;Amsterdam-Vondelpark;CO;289,7;2
2018-09-08 11:00:00+02:00;Amsterdam-Vondelpark;NO;5,5;1
2018-09-08 11:00:00+02:00;Amsterdam-Vondelpark;O3;21,2;2
2018-09-08 11:00:00+02:00;Amsterdam-Vondelpark;FN;0,86;1
2018-09-08 11:00:00+02:00;Amsterdam-Vondelpark;PM10;20,9;3
2018-09-08 11:00:00+02:00;Amsterdam-Vondelpark;PM25;4,1;1
2018-09-08 12:00:00+02:00;Amsterdam-Vondelpark;NO2;27,5;3
2018-09-08 12:00:00+02:00;Amsterdam-Vondelpark;CO;291,4;2
2018-09-08 12:00:00+02:00;Amsterdam-Vondelpark;NO;5,5;1
2018-09-08 12:00:00+02:00;Amsterdam-Vondelpark;O3;29,7;2
2018-09-08 12:00:00+02:00;Amsterdam-Vondelpark;PM10;20,2;3
2018-09-08 12:00:00+02:00;Amsterdam-Vondelpark;PM25;6,2;1
2018-09-08 12:00:00+02:00;Amsterdam-Vondelpark;FN;0,78;1
2018-09-08 13:00:00+02:00;Amsterdam-Vondelpark;CO;241,9;1
2018-09-08 13:00:00+02:00;Amsterdam-Vondelpark;PM25;4,5;1
2018-09-08 13:00:00+02:00;Amsterdam-Vondelpark;PM10;15,4;2
2018-09-08 13:00:00+02:00;Amsterdam-Vondelpark;FN;0,39;1
2018-09-08 13:00:00+02:00;Amsterdam-Vondelpark;O3;50,4;4
2018-09-08 13:00:00+02:00;Amsterdam-Vondelpark;NO;3,2;1
2018-09-08 13:00:00+02:00;Amsterdam-Vondelpark;NO2;17,7;2
2018-09-08 14:00:00+02:00;Amsterdam-Vondelpark;O3;66,4;5
2018-09-08 14:00:00+02:00;Amsterdam-Vondelpark;NO2;7,6;1
2018-09-08 14:00:00+02:00;Amsterdam-Vondelpark;PM25;3,6;1
2018-09-08 14:00:00+02:00;Amsterdam-Vondelpark;PM10;14,9;2
2018-09-08 14:00:00+02:00;Amsterdam-Vondelpark;FN;0,25;1
2018-09-08 14:00:00+02:00;Amsterdam-Vondelpark;NO;1,1;1
2018-09-08 14:00:00+02:00;Amsterdam-Vondelpark;CO;211,3;1
2018-09-08 15:00:00+02:00;Amsterdam-Vondelpark;PM10;14,5;2
2018-09-08 15:00:00+02:00;Amsterdam-Vondelpark;NO2;6,8;1
2018-09-08 15:00:00+02:00;Amsterdam-Vondelpark;PM25;-0,3;1
2018-09-08 15:00:00+02:00;Amsterdam-Vondelpark;CO;207,4;1
2018-09-08 15:00:00+02:00;Amsterdam-Vondelpark;FN;0,25;1
2018-09-08 15:00:00+02:00;Amsterdam-Vondelpark;O3;66,4;5
2018-09-08 15:00:00+02:00;Amsterdam-Vondelpark;NO;0,7;1
2018-09-08 16:00:00+02:00;Amsterdam-Vondelpark;NO;0,7;1
2018-09-08 16:00:00+02:00;Amsterdam-Vondelpark;O3;64,5;5
2018-09-08 16:00:00+02:00;Amsterdam-Vondelpark;FN;0,25;1
2018-09-08 16:00:00+02:00;Amsterdam-Vondelpark;PM10;13,6;2
2018-09-08 16:00:00+02:00;Amsterdam-Vondelpark;CO;204,3;1
2018-09-08 16:00:00+02:00;Amsterdam-Vondelpark;PM25;-3,7;1
2018-09-08 16:00:00+02:00;Amsterdam-Vondelpark;NO2;6,9;1
2018-09-08 17:00:00+02:00;Amsterdam-Vondelpark;NO2;8,0;1
2018-09-08 17:00:00+02:00;Amsterdam-Vondelpark;CO;208,1;1
2018-09-08 17:00:00+02:00;Amsterdam-Vondelpark;NO;0,7;1
2018-09-08 17:00:00+02:00;Amsterdam-Vondelpark;O3;64,3;5
2018-09-08 17:00:00+02:00;Amsterdam-Vondelpark;FN;0,3;1
2018-09-08 17:00:00+02:00;Amsterdam-Vondelpark;PM10;12,2;2
2018-09-08 17:00:00+02:00;Amsterdam-Vondelpark;PM25;-0,4;1
2018-09-08 18:00:00+02:00;Amsterdam-Vondelpark;FN;0,27;1
2018-09-08 18:00:00+02:00;Amsterdam-Vondelpark;O3;61,3;5
2018-09-08 18:00:00+02:00;Amsterdam-Vondelpark;NO;0,7;1
2018-09-08 18:00:00+02:00;Amsterdam-Vondelpark;CO;212,3;1
2018-09-08 18:00:00+02:00;Amsterdam-Vondelpark;PM10;11,4;2
2018-09-08 18:00:00+02:00;Amsterdam-Vondelpark;PM25;1,2;1
2018-09-08 18:00:00+02:00;Amsterdam-Vondelpark;NO2;9,9;1
2018-09-08 19:00:00+02:00;Amsterdam-Vondelpark;CO;211,5;1
2018-09-08 19:00:00+02:00;Amsterdam-Vondelpark;NO;0,7;1
2018-09-08 19:00:00+02:00;Amsterdam-Vondelpark;O3;59,4;4
2018-09-08 19:00:00+02:00;Amsterdam-Vondelpark;FN;0,26;1
2018-09-08 19:00:00+02:00;Amsterdam-Vondelpark;PM10;6,7;1
2018-09-08 19:00:00+02:00;Amsterdam-Vondelpark;PM25;0,2;1
2018-09-08 19:00:00+02:00;Amsterdam-Vondelpark;NO2;11,4;2
2018-09-08 20:00:00+02:00;Amsterdam-Vondelpark;PM10;4,2;1
2018-09-08 20:00:00+02:00;Amsterdam-Vondelpark;NO2;12,1;2
2018-09-08 20:00:00+02:00;Amsterdam-Vondelpark;PM25;0,3;1
2018-09-08 20:00:00+02:00;Amsterdam-Vondelpark;FN;0,28;1
2018-09-08 20:00:00+02:00;Amsterdam-Vondelpark;O3;56,2;4
2018-09-08 20:00:00+02:00;Amsterdam-Vondelpark;NO;0,3;1
2018-09-08 20:00:00+02:00;Amsterdam-Vondelpark;CO;213,2;1
2018-09-08 21:00:00+02:00;Amsterdam-Vondelpark;NO;0,3;1
2018-09-08 21:00:00+02:00;Amsterdam-Vondelpark;O3;52,4;4
2018-09-08 21:00:00+02:00;Amsterdam-Vondelpark;FN;0,28;1
2018-09-08 21:00:00+02:00;Amsterdam-Vondelpark;CO;229,2;1
2018-09-08 21:00:00+02:00;Amsterdam-Vondelpark;PM10;4,8;1
2018-09-08 21:00:00+02:00;Amsterdam-Vondelpark;PM25;0,3;1
2018-09-08 21:00:00+02:00;Amsterdam-Vondelpark;NO2;12,0;2
2018-09-08 22:00:00+02:00;Amsterdam-Vondelpark;PM25;0,0;1
2018-09-08 22:00:00+02:00;Amsterdam-Vondelpark;CO;282,1;2
2018-09-08 22:00:00+02:00;Amsterdam-Vondelpark;NO;0,3;1
2018-09-08 22:00:00+02:00;Amsterdam-Vondelpark;O3;43,7;4
2018-09-08 22:00:00+02:00;Amsterdam-Vondelpark;NO2;20,9;3
2018-09-08 22:00:00+02:00;Amsterdam-Vondelpark;FN;0,39;1
2018-09-08 22:00:00+02:00;Amsterdam-Vondelpark;PM10;3,7;1
2018-09-08 23:00:00+02:00;Amsterdam-Vondelpark;PM25;2,0;1
2018-09-08 23:00:00+02:00;Amsterdam-Vondelpark;NO2;20,8;3
2018-09-08 23:00:00+02:00;Amsterdam-Vondelpark;PM10;4,4;1
2018-09-08 23:00:00+02:00;Amsterdam-Vondelpark;FN;0,58;1
2018-09-08 23:00:00+02:00;Amsterdam-Vondelpark;CO;286,4;2
2018-09-08 23:00:00+02:00;Amsterdam-Vondelpark;NO;0,1;1
2018-09-08 23:00:00+02:00;Amsterdam-Vondelpark;O3;38,3;3
2018-09-09 00:00:00+02:00;Amsterdam-Vondelpark;NO2;21,2;3
2018-09-09 00:00:00+02:00;Amsterdam-Vondelpark;CO;308,1;2
2018-09-09 00:00:00+02:00;Amsterdam-Vondelpark;NO;0,4;1
2018-09-09 00:00:00+02:00;Amsterdam-Vondelpark;O3;37,1;3
2018-09-09 00:00:00+02:00;Amsterdam-Vondelpark;FN;0,73;1
2018-09-09 00:00:00+02:00;Amsterdam-Vondelpark;PM10;6,4;1
2018-09-09 00:00:00+02:00;Amsterdam-Vondelpark;PM25;6,6;1
2018-09-09 01:00:00+02:00;Amsterdam-Vondelpark;FN;0,82;1
2018-09-09 01:00:00+02:00;Amsterdam-Vondelpark;NO2;19,4;2
2018-09-09 01:00:00+02:00;Amsterdam-Vondelpark;O3;37,1;3
2018-09-09 01:00:00+02:00;Amsterdam-Vondelpark;PM10;18,3;2
2018-09-09 01:00:00+02:00;Amsterdam-Vondelpark;CO;301,6;2
2018-09-09 01:00:00+02:00;Amsterdam-Vondelpark;NO;0,4;1
2018-09-09 01:00:00+02:00;Amsterdam-Vondelpark;PM25;6,8;1
2018-09-09 02:00:00+02:00;Amsterdam-Vondelpark;NO;0,3;1
2018-09-09 02:00:00+02:00;Amsterdam-Vondelpark;PM25;6,0;1
2018-09-09 02:00:00+02:00;Amsterdam-Vondelpark;FN;0,92;1
2018-09-09 02:00:00+02:00;Amsterdam-Vondelpark;NO2;23,0;3
2018-09-09 02:00:00+02:00;Amsterdam-Vondelpark;CO;299,2;2
2018-09-09 02:00:00+02:00;Amsterdam-Vondelpark;PM10;15,4;2
2018-09-09 02:00:00+02:00;Amsterdam-Vondelpark;O3;32,1;3
2018-09-09 03:00:00+02:00;Amsterdam-Vondelpark;NO;0,5;1
2018-09-09 03:00:00+02:00;Amsterdam-Vondelpark;PM25;6,9;1
2018-09-09 03:00:00+02:00;Amsterdam-Vondelpark;O3;28,7;2
2018-09-09 03:00:00+02:00;Amsterdam-Vondelpark;CO;296,4;2
2018-09-09 03:00:00+02:00;Amsterdam-Vondelpark;PM10;12,6;2
2018-09-09 03:00:00+02:00;Amsterdam-Vondelpark;FN;0,93;1
2018-09-09 03:00:00+02:00;Amsterdam-Vondelpark;NO2;24,2;3
2018-09-09 04:00:00+02:00;Amsterdam-Vondelpark;O3;27,3;2
2018-09-09 04:00:00+02:00;Amsterdam-Vondelpark;PM25;5,0;1
2018-09-09 04:00:00+02:00;Amsterdam-Vondelpark;FN;0,84;1
2018-09-09 04:00:00+02:00;Amsterdam-Vondelpark;CO;280,3;2
2018-09-09 04:00:00+02:00;Amsterdam-Vondelpark;NO2;21,9;3
